,text,clean_text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
0,"RT @MikeHudema: The trains in the Netherlands are 100% #windpowered. Over 5,500 trips a day 100% #renewable.

We have the solutions. Implem…","RT MikeHudema The trains in the Netherlands are  windpowered Over  trips a day  renewable

We have the solutions Implem…","['rt', 'mikehudema', 'the', 'trains', 'in', 'the', 'netherlands', 'are', 'windpowered', 'over', 'trips', 'a', 'day', 'renewable', 'we', 'have', 'the', 'solutions', 'implem', '']","['rt', 'mikehudema', 'trains', 'netherlands', 'windpowered', 'trips', 'day', 'renewable', 'solutions', 'implem', '']","['rt', 'mikehudema', 'train', 'netherland', 'windpow', 'trip', 'day', 'renew', 'solut', 'implem', '']","['rt', 'mikehudema', 'train', 'netherlands', 'windpowered', 'trip', 'day', 'renewable', 'solution', 'implem', '']"
1,RT @sabaeitizaz: A third of #Pakistan is underwater due to cataclysmic floods. For a country whose contribution to global emissions is less…,RT sabaeitizaz A third of Pakistan is underwater due to cataclysmic floods For a country whose contribution to global emissions is less…,"['rt', 'sabaeitizaz', 'a', 'third', 'of', 'pakistan', 'is', 'underwater', 'due', 'to', 'cataclysmic', 'floods', 'for', 'a', 'country', 'whose', 'contribution', 'to', 'global', 'emissions', 'is', 'less', '']","['rt', 'sabaeitizaz', 'third', 'pakistan', 'underwater', 'due', 'cataclysmic', 'floods', 'country', 'whose', 'contribution', 'global', 'emissions', 'less', '']","['rt', 'sabaeitizaz', 'third', 'pakistan', 'underwat', 'due', 'cataclysm', 'flood', 'countri', 'whose', 'contribut', 'global', 'emiss', 'less', '']","['rt', 'sabaeitizaz', 'third', 'pakistan', 'underwater', 'due', 'cataclysmic', 'flood', 'country', 'whose', 'contribution', 'global', 'emission', 'le', '']"
2,"RT @samirsaran: A nexus of multiple crises: #Energy, #Debt, #Climate, #Food- Can the #G20 respond?

#Multilateralism undone by its custodia…","RT samirsaran A nexus of multiple crises Energy Debt Climate Food Can the G respond

Multilateralism undone by its custodia…","['rt', 'samirsaran', 'a', 'nexus', 'of', 'multiple', 'crises', 'energy', 'debt', 'climate', 'food', 'can', 'the', 'g', 'respond', 'multilateralism', 'undone', 'by', 'its', 'custodia', '']","['rt', 'samirsaran', 'nexus', 'multiple', 'crises', 'energy', 'debt', 'climate', 'food', 'g', 'respond', 'multilateralism', 'undone', 'custodia', '']","['rt', 'samirsaran', 'nexu', 'multipl', 'crise', 'energi', 'debt', 'climat', 'food', 'g', 'respond', 'multilater', 'undon', 'custodia', '']","['rt', 'samirsaran', 'nexus', 'multiple', 'crisis', 'energy', 'debt', 'climate', 'food', 'g', 'respond', 'multilateralism', 'undone', 'custodia', '']"
3,RT @pollyjhemming: Aus has an arbitrary defence spending 'target' of 2% of GDP every yr ($48bil in 2021) – for stuff we'll probably never u…,RT pollyjhemming Aus has an arbitrary defence spending target of  of GDP every yr bil in  – for stuff well probably never u…,"['rt', 'pollyjhemming', 'aus', 'has', 'an', 'arbitrary', 'defence', 'spending', 'target', 'of', 'of', 'gdp', 'every', 'yr', 'bil', 'in', 'for', 'stuff', 'well', 'probably', 'never', 'u', '']","['rt', 'pollyjhemming', 'aus', 'arbitrary', 'defence', 'spending', 'target', 'gdp', 'every', 'yr', 'bil', 'stuff', 'well', 'probably', 'never', 'u', '']","['rt', 'pollyjhem', 'au', 'arbitrari', 'defenc', 'spend', 'target', 'gdp', 'everi', 'yr', 'bil', 'stuff', 'well', 'probabl', 'never', 'u', '']","['rt', 'pollyjhemming', 'au', 'arbitrary', 'defence', 'spending', 'target', 'gdp', 'every', 'yr', 'bil', 'stuff', 'well', 'probably', 'never', 'u', '']"
4,"RT @MikeHudema: The trains in the Netherlands are 100% #windpowered. Over 5,500 trips a day 100% #renewable.

We have the solutions. Implem…","RT MikeHudema The trains in the Netherlands are  windpowered Over  trips a day  renewable

We have the solutions Implem…","['rt', 'mikehudema', 'the', 'trains', 'in', 'the', 'netherlands', 'are', 'windpowered', 'over', 'trips', 'a', 'day', 'renewable', 'we', 'have', 'the', 'solutions', 'implem', '']","['rt', 'mikehudema', 'trains', 'netherlands', 'windpowered', 'trips', 'day', 'renewable', 'solutions', 'implem', '']","['rt', 'mikehudema', 'train', 'netherland', 'windpow', 'trip', 'day', 'renew', 'solut', 'implem', '']","['rt', 'mikehudema', 'train', 'netherlands', 'windpowered', 'trip', 'day', 'renewable', 'solution', 'implem', '']"
5,RT @MikeHudema: 98% of Costa Rica's power already comes from #renewables. Half of the land is covered by forest. They're aiming to transfor…,RT MikeHudema  of Costa Ricas power already comes from renewables Half of the land is covered by forest Theyre aiming to transfor…,"['rt', 'mikehudema', 'of', 'costa', 'ricas', 'power', 'already', 'comes', 'from', 'renewables', 'half', 'of', 'the', 'land', 'is', 'covered', 'by', 'forest', 'theyre', 'aiming', 'to', 'transfor', '']","['rt', 'mikehudema', 'costa', 'ricas', 'power', 'already', 'comes', 'renewables', 'half', 'land', 'covered', 'forest', 'theyre', 'aiming', 'transfor', '']","['rt', 'mikehudema', 'costa', 'rica', 'power', 'alreadi', 'come', 'renew', 'half', 'land', 'cover', 'forest', 'theyr', 'aim', 'transfor', '']","['rt', 'mikehudema', 'costa', 'ricas', 'power', 'already', 'come', 'renewables', 'half', 'land', 'covered', 'forest', 'theyre', 'aiming', 'transfor', '']"
6,"RT @EarthKeeper22: When you have to carry your own #water, you #understand the #value of every drop... 🦋LJC

#Climate #FossilFuels #Frackin…","RT EarthKeeper When you have to carry your own water you understand the value of every drop 🦋LJC

Climate FossilFuels Frackin…","['rt', 'earthkeeper', 'when', 'you', 'have', 'to', 'carry', 'your', 'own', 'water', 'you', 'understand', 'the', 'value', 'of', 'every', 'drop', 'ljc', 'climate', 'fossilfuels', 'frackin', '']","['rt', 'earthkeeper', 'carry', 'water', 'understand', 'value', 'every', 'drop', 'ljc', 'climate', 'fossilfuels', 'frackin', '']","['rt', 'earthkeep', 'carri', 'water', 'understand', 'valu', 'everi', 'drop', 'ljc', 'climat', 'fossilfuel', 'frackin', '']","['rt', 'earthkeeper', 'carry', 'water', 'understand', 'value', 'every', 'drop', 'ljc', 'climate', 'fossilfuels', 'frackin', '']"
7,"RT @MikeHudema: This mobile #solar plant can be set up anywhere and generate 3x the power of a domestic solar array.

We have the solutions…","RT MikeHudema This mobile solar plant can be set up anywhere and generate x the power of a domestic solar array

We have the solutions…","['rt', 'mikehudema', 'this', 'mobile', 'solar', 'plant', 'can', 'be', 'set', 'up', 'anywhere', 'and', 'generate', 'x', 'the', 'power', 'of', 'a', 'domestic', 'solar', 'array', 'we', 'have', 'the', 'solutions', '']","['rt', 'mikehudema', 'mobile', 'solar', 'plant', 'set', 'anywhere', 'generate', 'x', 'power', 'domestic', 'solar', 'array', 'solutions', '']","['rt', 'mikehudema', 'mobil', 'solar', 'plant', 'set', 'anywher', 'gener', 'x', 'power', 'domest', 'solar', 'array', 'solut', '']","['rt', 'mikehudema', 'mobile', 'solar', 'plant', 'set', 'anywhere', 'generate', 'x', 'power', 'domestic', 'solar', 'array', 'solution', '']"
8,"RT @IFPRISAO: #HappeningNow 
Women farmers are a crucial resource in #agriculture &amp; to build sustainable, #climate-resilient #foodsystems.…","RT IFPRISAO HappeningNow 
Women farmers are a crucial resource in agriculture amp to build sustainable climateresilient foodsystems…","['rt', 'ifprisao', 'happeningnow', 'women', 'farmers', 'are', 'a', 'crucial', 'resource', 'in', 'agriculture', 'amp', 'to', 'build', 'sustainable', 'climateresilient', 'foodsystems', '']","['rt', 'ifprisao', 'happeningnow', 'women', 'farmers', 'crucial', 'resource', 'agriculture', 'amp', 'build', 'sustainable', 'climateresilient', 'foodsystems', '']","['rt', 'ifprisao', 'happeningnow', 'women', 'farmer', 'crucial', 'resourc', 'agricultur', 'amp', 'build', 'sustain', 'climateresili', 'foodsystem', '']","['rt', 'ifprisao', 'happeningnow', 'woman', 'farmer', 'crucial', 'resource', 'agriculture', 'amp', 'build', 'sustainable', 'climateresilient', 'foodsystems', '']"
9,"RT @MikeHudema: Over 11,000 scientists from 153 countries have banded together to declare a #climateemergency. Listen to them.

There is no…","RT MikeHudema Over  scientists from  countries have banded together to declare a climateemergency Listen to them

There is no…","['rt', 'mikehudema', 'over', 'scientists', 'from', 'countries', 'have', 'banded', 'together', 'to', 'declare', 'a', 'climateemergency', 'listen', 'to', 'them', 'there', 'is', 'no', '']","['rt', 'mikehudema', 'scientists', 'countries', 'banded', 'together', 'declare', 'climateemergency', 'listen', '']","['rt', 'mikehudema', 'scientist', 'countri', 'band', 'togeth', 'declar', 'climateemerg', 'listen', '']","['rt', 'mikehudema', 'scientist', 'country', 'banded', 'together', 'declare', 'climateemergency', 'listen', '']"
10,"RT @MikeHudema: The trains in the Netherlands are 100% #windpowered. Over 5,500 trips a day 100% #renewable.

We have the solutions. Implem…","RT MikeHudema The trains in the Netherlands are  windpowered Over  trips a day  renewable

We have the solutions Implem…","['rt', 'mikehudema', 'the', 'trains', 'in', 'the', 'netherlands', 'are', 'windpowered', 'over', 'trips', 'a', 'day', 'renewable', 'we', 'have', 'the', 'solutions', 'implem', '']","['rt', 'mikehudema', 'trains', 'netherlands', 'windpowered', 'trips', 'day', 'renewable', 'solutions', 'implem', '']","['rt', 'mikehudema', 'train', 'netherland', 'windpow', 'trip', 'day', 'renew', 'solut', 'implem', '']","['rt', 'mikehudema', 'train', 'netherlands', 'windpowered', 'trip', 'day', 'renewable', 'solution', 'implem', '']"
11,"RT @MikeHudema: Over 11,000 scientists from 153 countries have banded together to declare a #climateemergency. Listen to them.

There is no…","RT MikeHudema Over  scientists from  countries have banded together to declare a climateemergency Listen to them

There is no…","['rt', 'mikehudema', 'over', 'scientists', 'from', 'countries', 'have', 'banded', 'together', 'to', 'declare', 'a', 'climateemergency', 'listen', 'to', 'them', 'there', 'is', 'no', '']","['rt', 'mikehudema', 'scientists', 'countries', 'banded', 'together', 'declare', 'climateemergency', 'listen', '']","['rt', 'mikehudema', 'scientist', 'countri', 'band', 'togeth', 'declar', 'climateemerg', 'listen', '']","['rt', 'mikehudema', 'scientist', 'country', 'banded', 'together', 'declare', 'climateemergency', 'listen', '']"
12,"RT @MikeHudema: Over 11,000 scientists from 153 countries have banded together to declare a #climateemergency. Listen to them.

There is no…","RT MikeHudema Over  scientists from  countries have banded together to declare a climateemergency Listen to them

There is no…","['rt', 'mikehudema', 'over', 'scientists', 'from', 'countries', 'have', 'banded', 'together', 'to', 'declare', 'a', 'climateemergency', 'listen', 'to', 'them', 'there', 'is', 'no', '']","['rt', 'mikehudema', 'scientists', 'countries', 'banded', 'together', 'declare', 'climateemergency', 'listen', '']","['rt', 'mikehudema', 'scientist', 'countri', 'band', 'togeth', 'declar', 'climateemerg', 'listen', '']","['rt', 'mikehudema', 'scientist', 'country', 'banded', 'together', 'declare', 'climateemergency', 'listen', '']"
13,"RT @AustNuclear: Weather research in space :) 

#AustralianSpaceIndustry #HerSpaceAus #WomenInSTEM #WomenInSpace #climate https://t.co/MRk6…","RT AustNuclear Weather research in space  

AustralianSpaceIndustry HerSpaceAus WomenInSTEM WomenInSpace climate httpstcoMRk…","['rt', 'austnuclear', 'weather', 'research', 'in', 'space', 'australianspaceindustry', 'herspaceaus', 'womeninstem', 'womeninspace', 'climate', 'httpstcomrk', '']","['rt', 'austnuclear', 'weather', 'research', 'space', 'australianspaceindustry', 'herspaceaus', 'womeninstem', 'womeninspace', 'climate', 'httpstcomrk', '']","['rt', 'austnuclear', 'weather', 'research', 'space', 'australianspaceindustri', 'herspaceau', 'womeninstem', 'womeninspac', 'climat', 'httpstcomrk', '']","['rt', 'austnuclear', 'weather', 'research', 'space', 'australianspaceindustry', 'herspaceaus', 'womeninstem', 'womeninspace', 'climate', 'httpstcomrk', '']"
14,"Weather research in space :) 

#AustralianSpaceIndustry #HerSpaceAus #WomenInSTEM #WomenInSpace #climate https://t.co/MRk60UHWlw","Weather research in space  

AustralianSpaceIndustry HerSpaceAus WomenInSTEM WomenInSpace climate httpstcoMRkUHWlw","['weather', 'research', 'in', 'space', 'australianspaceindustry', 'herspaceaus', 'womeninstem', 'womeninspace', 'climate', 'httpstcomrkuhwlw']","['weather', 'research', 'space', 'australianspaceindustry', 'herspaceaus', 'womeninstem', 'womeninspace', 'climate', 'httpstcomrkuhwlw']","['weather', 'research', 'space', 'australianspaceindustri', 'herspaceau', 'womeninstem', 'womeninspac', 'climat', 'httpstcomrkuhwlw']","['weather', 'research', 'space', 'australianspaceindustry', 'herspaceaus', 'womeninstem', 'womeninspace', 'climate', 'httpstcomrkuhwlw']"
15,"RT @NiklasSWE1: Here we go again - ""Two weeks to flatten the curve""...

#NWO #Climate #AccordingToPlan https://t.co/9zh8flkoRh","RT NiklasSWE Here we go again  Two weeks to flatten the curve

NWO Climate AccordingToPlan httpstcozhflkoRh","['rt', 'niklasswe', 'here', 'we', 'go', 'again', 'two', 'weeks', 'to', 'flatten', 'the', 'curve', 'nwo', 'climate', 'accordingtoplan', 'httpstcozhflkorh']","['rt', 'niklasswe', 'go', 'two', 'weeks', 'flatten', 'curve', 'nwo', 'climate', 'accordingtoplan', 'httpstcozhflkorh']","['rt', 'niklassw', 'go', 'two', 'week', 'flatten', 'curv', 'nwo', 'climat', 'accordingtoplan', 'httpstcozhflkorh']","['rt', 'niklasswe', 'go', 'two', 'week', 'flatten', 'curve', 'nwo', 'climate', 'accordingtoplan', 'httpstcozhflkorh']"
16,"#Kerala is situated on the #southwestern tip of the #Indian peninsula. It is flanked by the Arabian Sea on the west, #Karnataka on the north and #northeast, and Tamil Nadu on the east.
Its location gives its unique #climate and #geographical features. 
https://t.co/EfAaPl1y9y","Kerala is situated on the southwestern tip of the Indian peninsula It is flanked by the Arabian Sea on the west Karnataka on the north and northeast and Tamil Nadu on the east
Its location gives its unique climate and geographical features 
httpstcoEfAaPlyy","['kerala', 'is', 'situated', 'on', 'the', 'southwestern', 'tip', 'of', 'the', 'indian', 'peninsula', 'it', 'is', 'flanked', 'by', 'the', 'arabian', 'sea', 'on', 'the', 'west', 'karnataka', 'on', 'the', 'north', 'and', 'northeast', 'and', 'tamil', 'nadu', 'on', 'the', 'east', 'its', 'location', 'gives', 'its', 'unique', 'climate', 'and', 'geographical', 'features', 'httpstcoefaaplyy']","['kerala', 'situated', 'southwestern', 'tip', 'indian', 'peninsula', 'flanked', 'arabian', 'sea', 'west', 'karnataka', 'north', 'northeast', 'tamil', 'nadu', 'east', 'location', 'gives', 'unique', 'climate', 'geographical', 'features', 'httpstcoefaaplyy']","['kerala', 'situat', 'southwestern', 'tip', 'indian', 'peninsula', 'flank', 'arabian', 'sea', 'west', 'karnataka', 'north', 'northeast', 'tamil', 'nadu', 'east', 'locat', 'give', 'uniqu', 'climat', 'geograph', 'featur', 'httpstcoefaaplyy']","['kerala', 'situated', 'southwestern', 'tip', 'indian', 'peninsula', 'flanked', 'arabian', 'sea', 'west', 'karnataka', 'north', 'northeast', 'tamil', 'nadu', 'east', 'location', 'give', 'unique', 'climate', 'geographical', 'feature', 'httpstcoefaaplyy']"
17,"RT @MikeHudema: The trains in the Netherlands are 100% #windpowered. Over 5,500 trips a day 100% #renewable.

We have the solutions. Implem…","RT MikeHudema The trains in the Netherlands are  windpowered Over  trips a day  renewable

We have the solutions Implem…","['rt', 'mikehudema', 'the', 'trains', 'in', 'the', 'netherlands', 'are', 'windpowered', 'over', 'trips', 'a', 'day', 'renewable', 'we', 'have', 'the', 'solutions', 'implem', '']","['rt', 'mikehudema', 'trains', 'netherlands', 'windpowered', 'trips', 'day', 'renewable', 'solutions', 'implem', '']","['rt', 'mikehudema', 'train', 'netherland', 'windpow', 'trip', 'day', 'renew', 'solut', 'implem', '']","['rt', 'mikehudema', 'train', 'netherlands', 'windpowered', 'trip', 'day', 'renewable', 'solution', 'implem', '']"
18,"RT @MikeHudema: The trains in the Netherlands are 100% #windpowered. Over 5,500 trips a day 100% #renewable.

We have the solutions. Implem…","RT MikeHudema The trains in the Netherlands are  windpowered Over  trips a day  renewable

We have the solutions Implem…","['rt', 'mikehudema', 'the', 'trains', 'in', 'the', 'netherlands', 'are', 'windpowered', 'over', 'trips', 'a', 'day', 'renewable', 'we', 'have', 'the', 'solutions', 'implem', '']","['rt', 'mikehudema', 'trains', 'netherlands', 'windpowered', 'trips', 'day', 'renewable', 'solutions', 'implem', '']","['rt', 'mikehudema', 'train', 'netherland', 'windpow', 'trip', 'day', 'renew', 'solut', 'implem', '']","['rt', 'mikehudema', 'train', 'netherlands', 'windpowered', 'trip', 'day', 'renewable', 'solution', 'implem', '']"
19,"RT @MikeHudema: The trains in the Netherlands are 100% #windpowered. Over 5,500 trips a day 100% #renewable.

We have the solutions. Implem…","RT MikeHudema The trains in the Netherlands are  windpowered Over  trips a day  renewable

We have the solutions Implem…","['rt', 'mikehudema', 'the', 'trains', 'in', 'the', 'netherlands', 'are', 'windpowered', 'over', 'trips', 'a', 'day', 'renewable', 'we', 'have', 'the', 'solutions', 'implem', '']","['rt', 'mikehudema', 'trains', 'netherlands', 'windpowered', 'trips', 'day', 'renewable', 'solutions', 'implem', '']","['rt', 'mikehudema', 'train', 'netherland', 'windpow', 'trip', 'day', 'renew', 'solut', 'implem', '']","['rt', 'mikehudema', 'train', 'netherlands', 'windpowered', 'trip', 'day', 'renewable', 'solution', 'implem', '']"
20,"RT @MikeHudema: The trains in the Netherlands are 100% #windpowered. Over 5,500 trips a day 100% #renewable.

We have the solutions. Implem…","RT MikeHudema The trains in the Netherlands are  windpowered Over  trips a day  renewable

We have the solutions Implem…","['rt', 'mikehudema', 'the', 'trains', 'in', 'the', 'netherlands', 'are', 'windpowered', 'over', 'trips', 'a', 'day', 'renewable', 'we', 'have', 'the', 'solutions', 'implem', '']","['rt', 'mikehudema', 'trains', 'netherlands', 'windpowered', 'trips', 'day', 'renewable', 'solutions', 'implem', '']","['rt', 'mikehudema', 'train', 'netherland', 'windpow', 'trip', 'day', 'renew', 'solut', 'implem', '']","['rt', 'mikehudema', 'train', 'netherlands', 'windpowered', 'trip', 'day', 'renewable', 'solution', 'implem', '']"
21,RT @MikeHudema: 98% of Costa Rica's power already comes from #renewables. Half of the land is covered by forest. They're aiming to transfor…,RT MikeHudema  of Costa Ricas power already comes from renewables Half of the land is covered by forest Theyre aiming to transfor…,"['rt', 'mikehudema', 'of', 'costa', 'ricas', 'power', 'already', 'comes', 'from', 'renewables', 'half', 'of', 'the', 'land', 'is', 'covered', 'by', 'forest', 'theyre', 'aiming', 'to', 'transfor', '']","['rt', 'mikehudema', 'costa', 'ricas', 'power', 'already', 'comes', 'renewables', 'half', 'land', 'covered', 'forest', 'theyre', 'aiming', 'transfor', '']","['rt', 'mikehudema', 'costa', 'rica', 'power', 'alreadi', 'come', 'renew', 'half', 'land', 'cover', 'forest', 'theyr', 'aim', 'transfor', '']","['rt', 'mikehudema', 'costa', 'ricas', 'power', 'already', 'come', 'renewables', 'half', 'land', 'covered', 'forest', 'theyre', 'aiming', 'transfor', '']"
22,"RT @UnitExpEmerServ: ❓Why was there no early #warning &amp; timely evacuation of #people?
If we combine the #experience of all #EmergencyServic…","RT UnitExpEmerServ ❓Why was there no early warning amp timely evacuation of people
If we combine the experience of all EmergencyServic…","['rt', 'unitexpemerserv', 'why', 'was', 'there', 'no', 'early', 'warning', 'amp', 'timely', 'evacuation', 'of', 'people', 'if', 'we', 'combine', 'the', 'experience', 'of', 'all', 'emergencyservic', '']","['rt', 'unitexpemerserv', 'early', 'warning', 'amp', 'timely', 'evacuation', 'people', 'combine', 'experience', 'emergencyservic', '']","['rt', 'unitexpemerserv', 'earli', 'warn', 'amp', 'time', 'evacu', 'peopl', 'combin', 'experi', 'emergencyserv', '']","['rt', 'unitexpemerserv', 'early', 'warning', 'amp', 'timely', 'evacuation', 'people', 'combine', 'experience', 'emergencyservic', '']"
23,"RT @UNCCD: 🚨 The world is falling behind on achieving Sustainable Development Goals. 

🌱 Land restoration offers a holistic solution. It br…","RT UNCCD 🚨 The world is falling behind on achieving Sustainable Development Goals 

🌱 Land restoration offers a holistic solution It br…","['rt', 'unccd', 'the', 'world', 'is', 'falling', 'behind', 'on', 'achieving', 'sustainable', 'development', 'goals', 'land', 'restoration', 'offers', 'a', 'holistic', 'solution', 'it', 'br', '']","['rt', 'unccd', 'world', 'falling', 'behind', 'achieving', 'sustainable', 'development', 'goals', 'land', 'restoration', 'offers', 'holistic', 'solution', 'br', '']","['rt', 'unccd', 'world', 'fall', 'behind', 'achiev', 'sustain', 'develop', 'goal', 'land', 'restor', 'offer', 'holist', 'solut', 'br', '']","['rt', 'unccd', 'world', 'falling', 'behind', 'achieving', 'sustainable', 'development', 'goal', 'land', 'restoration', 'offer', 'holistic', 'solution', 'br', '']"
24,RT @sabaeitizaz: A third of #Pakistan is underwater due to cataclysmic floods. For a country whose contribution to global emissions is less…,RT sabaeitizaz A third of Pakistan is underwater due to cataclysmic floods For a country whose contribution to global emissions is less…,"['rt', 'sabaeitizaz', 'a', 'third', 'of', 'pakistan', 'is', 'underwater', 'due', 'to', 'cataclysmic', 'floods', 'for', 'a', 'country', 'whose', 'contribution', 'to', 'global', 'emissions', 'is', 'less', '']","['rt', 'sabaeitizaz', 'third', 'pakistan', 'underwater', 'due', 'cataclysmic', 'floods', 'country', 'whose', 'contribution', 'global', 'emissions', 'less', '']","['rt', 'sabaeitizaz', 'third', 'pakistan', 'underwat', 'due', 'cataclysm', 'flood', 'countri', 'whose', 'contribut', 'global', 'emiss', 'less', '']","['rt', 'sabaeitizaz', 'third', 'pakistan', 'underwater', 'due', 'cataclysmic', 'flood', 'country', 'whose', 'contribution', 'global', 'emission', 'le', '']"
25,"RT @MikeHudema: This former open-cast lignite mine is going to be converted into the largest #renewable power plant in Europe - 650 MW. 

W…","RT MikeHudema This former opencast lignite mine is going to be converted into the largest renewable power plant in Europe   MW 

W…","['rt', 'mikehudema', 'this', 'former', 'opencast', 'lignite', 'mine', 'is', 'going', 'to', 'be', 'converted', 'into', 'the', 'largest', 'renewable', 'power', 'plant', 'in', 'europe', 'mw', 'w', '']","['rt', 'mikehudema', 'former', 'opencast', 'lignite', 'mine', 'going', 'converted', 'largest', 'renewable', 'power', 'plant', 'europe', 'mw', 'w', '']","['rt', 'mikehudema', 'former', 'opencast', 'lignit', 'mine', 'go', 'convert', 'largest', 'renew', 'power', 'plant', 'europ', 'mw', 'w', '']","['rt', 'mikehudema', 'former', 'opencast', 'lignite', 'mine', 'going', 'converted', 'largest', 'renewable', 'power', 'plant', 'europe', 'mw', 'w', '']"
26,"RT @MikeHudema: The trains in the Netherlands are 100% #windpowered. Over 5,500 trips a day 100% #renewable.

We have the solutions. Implem…","RT MikeHudema The trains in the Netherlands are  windpowered Over  trips a day  renewable

We have the solutions Implem…","['rt', 'mikehudema', 'the', 'trains', 'in', 'the', 'netherlands', 'are', 'windpowered', 'over', 'trips', 'a', 'day', 'renewable', 'we', 'have', 'the', 'solutions', 'implem', '']","['rt', 'mikehudema', 'trains', 'netherlands', 'windpowered', 'trips', 'day', 'renewable', 'solutions', 'implem', '']","['rt', 'mikehudema', 'train', 'netherland', 'windpow', 'trip', 'day', 'renew', 'solut', 'implem', '']","['rt', 'mikehudema', 'train', 'netherlands', 'windpowered', 'trip', 'day', 'renewable', 'solution', 'implem', '']"
